gene,avg_methylation
AKIRIN2,0.13161533343011983
AKR1A1,0.19909588154054608
AKR1B1,0.3244036763657113
AKR1C1,0.5798135586043365
AKR1C2,0.6081234605540501
AKR1C3,0.5918017615176148
AKR1C4,0.7584528116531157
AKR1D1,0.3129497449498773
AKR7A2,0.23740964925995417
AKR7A3,0.3327581571815717
AKT1,0.6725675035868006
AKT1S1,0.237953938411408
AKT2,0.3738958824525745
AKT3,0.6152825126956226
AKTIP,0.1610589570381002
ALAD,0.3245098407859083
ALAS1,0.2735693458980039
ALB,0.7648663433111607
ALCAM,0.3279787110971308
ALDH18A1,0.2531058843456084
ALDH1A1,0.5518753387533862
ALDH1A2,0.5518224988708219
ALDH1A3,0.3900689380275987
ALDH1B1,0.29009940960123876
ALDH1L1,0.3929656680216805
ALDH1L2,0.320786215156794
ALDH2,0.3196123711527294
ALDH3A1,0.49071755424453617
ALDH3A2,0.28576759485094855
ALDH3B1,0.46488116280236874
ALDH4A1,0.4505983454523715
ALDH5A1,0.29030042754783625
ALDH6A1,0.15759193766937654
ALDH9A1,0.12477392445799457
ALDOC,0.37345969399277307
ALG1,0.3141894492651658
ALG10,0.08870050248419184
ALG10B,0.1494658074648927
ALG11,0.24721402562207448
ALG12,0.33994061206408793
ALG13,0.33794910621221647
ALG14,0.18367564174947307
ALG2,0.2183949638663052
ALG3,0.1583536269196024
ALG5,0.14204376715763914
ALG8,0.06533385070214323
ALG9,0.2827981072154471
ALK,0.4711010433104251
ALKBH1,0.12002866135953011
ALKBH2,0.34756372732958124
ALKBH3,0.49508806356245416
ALKBH4,0.3574550020369483
ALKBH5,0.2285056927506774
ALKBH7,0.14404807757452592
ALKBH8,0.10788161611423795
ALMS1,0.1917376615593078
ALOX12,0.6563200836764856
ALOX15,0.403597173456625
ALOX15B,0.3417682830042584
ALOX5,0.4148748315342399
ALOX5AP,0.6820331830500123
ALPG,0.5
ALPI,0.622156267361111
ALPL,0.3748652083333335
ALPP,0.5931314547918208
ALS2,0.2674091937669376
ALS2CL,0.44539741864562943
ALYREF,0.27018867978566147
AMACR,0.34217637467545975
AMBN,0.6399046832655818
AMBP,0.6429270071138221
AMBRA1,0.5984085704607045
AMD1,0.18023360935893845
AMDHD1,0.344020263743709
AMELX,0.6067853658536586
AMFR,0.5439408254290872
AMH,0.5080390582655826
AMHR2,0.7268394054878065
AMN,0.42385135985288463
AMOT,0.3932694456400446
AMOTL1,0.42093364747870704
